2022-04-29 20:12:58.324702: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2022-04-29 20:12:58.577398: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
name: NVIDIA GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.797
pciBusID: 0000:84:00.0
totalMemory: 7.93GiB freeMemory: 5.65GiB
2022-04-29 20:12:58.577487: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: NVIDIA GeForce GTX 1080, pci bus id: 0000:84:00.0, compute capability: 6.1)
hidden_units:128
numHist:0
item_emb(graph):False
gnn_layer:4
gnn_method:gcn_att4_rn
gcl:False
gcl_ran_num:3000
gcl_w:0.01
user_emb:False
gnn_user_emb:False
gcl_user_emb:False
start constructing adjcent table
loading adjcent table from adj folder
ready
128
logloss: 0.8437	 test_gauc: 0.5086	 test_auc: 0.5100
Epoch 0 Global_step 1000	Train_loss: 0.6567	Trainlogloss: 0.6567	logloss: 0.6260	Eval_GAUC: 0.6693	Eval_AUC: 0.6690	Inference_time: 20.8031
Epoch 0 Global_step 12000	Train_loss: 0.5394	Trainlogloss: 0.5394	logloss: 0.5472	Eval_GAUC: 0.7836	Eval_AUC: 0.7870	Inference_time: 26.7406
Epoch 0 Global_step 13000	Train_loss: 0.5388	Trainlogloss: 0.5388	logloss: 0.5432	Eval_GAUC: 0.7890	Eval_AUC: 0.7921	Inference_time: 26.9426
Epoch 0 Global_step 14000	Train_loss: 0.5350	Trainlogloss: 0.5350	logloss: 0.5413	Eval_GAUC: 0.7899	Eval_AUC: 0.7938	Inference_time: 27.1857
Epoch 0 Global_step 15000	Train_loss: 0.5339	Trainlogloss: 0.5339	logloss: 0.5377	Eval_GAUC: 0.7939	Eval_AUC: 0.7976	Inference_time: 28.4097
Epoch 0 Global_step 16000	Train_loss: 0.5291	Trainlogloss: 0.5291	logloss: 0.5363	Eval_GAUC: 0.7960	Eval_AUC: 0.7992	Inference_time: 29.0231
Epoch 0 Global_step 17000	Train_loss: 0.5282	Trainlogloss: 0.5282	logloss: 0.5348	Eval_GAUC: 0.7999	Eval_AUC: 0.8031	Inference_time: 28.8027
Epoch 0 Global_step 18000	Train_loss: 0.5191	Trainlogloss: 0.5191	logloss: 0.5286	Eval_GAUC: 0.8035	Eval_AUC: 0.8066	Inference_time: 29.0993
Epoch 0 Global_step 19000	Train_loss: 0.5144	Trainlogloss: 0.5144	logloss: 0.5278	Eval_GAUC: 0.8070	Eval_AUC: 0.8101	Inference_time: 28.9571
Epoch 0 Global_step 20000	Train_loss: 0.5090	Trainlogloss: 0.5090	logloss: 0.5223	Eval_GAUC: 0.8115	Eval_AUC: 0.8136	Inference_time: 29.8832
Epoch 0 Global_step 21000	Train_loss: 0.5130	Trainlogloss: 0.5130	logloss: 0.5247	Eval_GAUC: 0.8069	Eval_AUC: 0.8104	Inference_time: 17.9239
Epoch 0 Global_step 22000	Train_loss: 0.5077	Trainlogloss: 0.5077	logloss: 0.5164	Eval_GAUC: 0.8148	Eval_AUC: 0.8178	Inference_time: 29.1848
Epoch 0 Global_step 23000	Train_loss: 0.5062	Trainlogloss: 0.5062	logloss: 0.5169	Eval_GAUC: 0.8149	Eval_AUC: 0.8174	Inference_time: 30.7528
Epoch 0 Global_step 24000	Train_loss: 0.5040	Trainlogloss: 0.5040	logloss: 0.5165	Eval_GAUC: 0.8166	Eval_AUC: 0.8192	Inference_time: 29.9112
Epoch 0 Global_step 25000	Train_loss: 0.4992	Trainlogloss: 0.4992	logloss: 0.5148	Eval_GAUC: 0.8185	Eval_AUC: 0.8217	Inference_time: 29.9118
Epoch 0 Global_step 26000	Train_loss: 0.5071	Trainlogloss: 0.5071	logloss: 0.5139	Eval_GAUC: 0.8185	Eval_AUC: 0.8222	Inference_time: 30.1988
Epoch 0 Global_step 27000	Train_loss: 0.4992	Trainlogloss: 0.4992	logloss: 0.5102	Eval_GAUC: 0.8207	Eval_AUC: 0.8236	Inference_time: 33.2016
Epoch 0 Global_step 28000	Train_loss: 0.4948	Trainlogloss: 0.4948	logloss: 0.5108	Eval_GAUC: 0.8218	Eval_AUC: 0.8246	Inference_time: 30.6919
Epoch 0 Global_step 29000	Train_loss: 0.4963	Trainlogloss: 0.4963	logloss: 0.5086	Eval_GAUC: 0.8243	Eval_AUC: 0.8265	Inference_time: 31.7577
Epoch 0 Global_step 30000	Train_loss: 0.5034	Trainlogloss: 0.5034	logloss: 0.5055	Eval_GAUC: 0.8249	Eval_AUC: 0.8271	Inference_time: 34.4795
Epoch 0 Global_step 31000	Train_loss: 0.4935	Trainlogloss: 0.4935	logloss: 0.5045	Eval_GAUC: 0.8254	Eval_AUC: 0.8282	Inference_time: 32.7851
Epoch 0 Global_step 32000	Train_loss: 0.4865	Trainlogloss: 0.4865	logloss: 0.5057	Eval_GAUC: 0.8254	Eval_AUC: 0.8285	Inference_time: 32.8633
Epoch 0 Global_step 33000	Train_loss: 0.4909	Trainlogloss: 0.4909	logloss: 0.5028	Eval_GAUC: 0.8283	Eval_AUC: 0.8309	Inference_time: 33.2305
Epoch 0 Global_step 34000	Train_loss: 0.4801	Trainlogloss: 0.4801	logloss: 0.5061	Eval_GAUC: 0.8275	Eval_AUC: 0.8295	Inference_time: 18.1576
Epoch 0 Global_step 35000	Train_loss: 0.4833	Trainlogloss: 0.4833	logloss: 0.5000	Eval_GAUC: 0.8293	Eval_AUC: 0.8322	Inference_time: 34.2879
Epoch 0 Global_step 36000	Train_loss: 0.4842	Trainlogloss: 0.4842	logloss: 0.4989	Eval_GAUC: 0.8297	Eval_AUC: 0.8328	Inference_time: 32.8495
Epoch 0 Global_step 37000	Train_loss: 0.4811	Trainlogloss: 0.4811	logloss: 0.4986	Eval_GAUC: 0.8314	Eval_AUC: 0.8343	Inference_time: 36.8276
Epoch 0 Global_step 38000	Train_loss: 0.4822	Trainlogloss: 0.4822	logloss: 0.4997	Eval_GAUC: 0.8324	Eval_AUC: 0.8360	Inference_time: 33.5029
Epoch 0 Global_step 39000	Train_loss: 0.4793	Trainlogloss: 0.4793	logloss: 0.4923	Eval_GAUC: 0.8353	Eval_AUC: 0.8381	Inference_time: 34.2623
Epoch 0 Global_step 40000	Train_loss: 0.4774	Trainlogloss: 0.4774	logloss: 0.4946	Eval_GAUC: 0.8344	Eval_AUC: 0.8374	Inference_time: 18.8245
Epoch 0 Global_step 41000	Train_loss: 0.4762	Trainlogloss: 0.4762	logloss: 0.4973	Eval_GAUC: 0.8333	Eval_AUC: 0.8357	Inference_time: 20.5106
Epoch 0 Global_step 42000	Train_loss: 0.4770	Trainlogloss: 0.4770	logloss: 0.4966	Eval_GAUC: 0.8358	Eval_AUC: 0.8385	Inference_time: 35.5094
Epoch 0 Global_step 43000	Train_loss: 0.4712	Trainlogloss: 0.4712	logloss: 0.4966	Eval_GAUC: 0.8320	Eval_AUC: 0.8346	Inference_time: 17.8930
Epoch 0 Global_step 44000	Train_loss: 0.4723	Trainlogloss: 0.4723	logloss: 0.4876	Eval_GAUC: 0.8397	Eval_AUC: 0.8419	Inference_time: 37.5705
Epoch 0 Global_step 45000	Train_loss: 0.4662	Trainlogloss: 0.4662	logloss: 0.4971	Eval_GAUC: 0.8367	Eval_AUC: 0.8395	Inference_time: 17.7851
Epoch 0 Global_step 46000	Train_loss: 0.4670	Trainlogloss: 0.4670	logloss: 0.4877	Eval_GAUC: 0.8406	Eval_AUC: 0.8430	Inference_time: 36.3579
Epoch 0 Global_step 47000	Train_loss: 0.4670	Trainlogloss: 0.4670	logloss: 0.4943	Eval_GAUC: 0.8416	Eval_AUC: 0.8435	Inference_time: 35.9098
Epoch 0 Global_step 48000	Train_loss: 0.4674	Trainlogloss: 0.4674	logloss: 0.4852	Eval_GAUC: 0.8433	Eval_AUC: 0.8453	Inference_time: 37.5165
Epoch 0 Global_step 49000	Train_loss: 0.4686	Trainlogloss: 0.4686	logloss: 0.4846	Eval_GAUC: 0.8434	Eval_AUC: 0.8453	Inference_time: 36.3444
Epoch 0 Global_step 50000	Train_loss: 0.4625	Trainlogloss: 0.4625	logloss: 0.4901	Eval_GAUC: 0.8412	Eval_AUC: 0.8440	Inference_time: 17.6792
Epoch 0 Global_step 51000	Train_loss: 0.4597	Trainlogloss: 0.4597	logloss: 0.4857	Eval_GAUC: 0.8455	Eval_AUC: 0.8485	Inference_time: 37.3167
Epoch 0 Global_step 52000	Train_loss: 0.4561	Trainlogloss: 0.4561	logloss: 0.4823	Eval_GAUC: 0.8449	Eval_AUC: 0.8474	Inference_time: 17.5382
Epoch 0 Global_step 53000	Train_loss: 0.4593	Trainlogloss: 0.4593	logloss: 0.4874	Eval_GAUC: 0.8429	Eval_AUC: 0.8451	Inference_time: 17.7722
Epoch 0 Global_step 54000	Train_loss: 0.4612	Trainlogloss: 0.4612	logloss: 0.4806	Eval_GAUC: 0.8467	Eval_AUC: 0.8495	Inference_time: 36.0581
Epoch 0 Global_step 55000	Train_loss: 0.4583	Trainlogloss: 0.4583	logloss: 0.4798	Eval_GAUC: 0.8459	Eval_AUC: 0.8482	Inference_time: 19.6422
Epoch 0 Global_step 56000	Train_loss: 0.4543	Trainlogloss: 0.4543	logloss: 0.4787	Eval_GAUC: 0.8467	Eval_AUC: 0.8492	Inference_time: 36.9401
Epoch 0 Global_step 57000	Train_loss: 0.4568	Trainlogloss: 0.4568	logloss: 0.4792	Eval_GAUC: 0.8466	Eval_AUC: 0.8484	Inference_time: 20.1395
Epoch 0 Global_step 58000	Train_loss: 0.4537	Trainlogloss: 0.4537	logloss: 0.4759	Eval_GAUC: 0.8512	Eval_AUC: 0.8527	Inference_time: 38.2270
Epoch 0 Global_step 59000	Train_loss: 0.4518	Trainlogloss: 0.4518	logloss: 0.4742	Eval_GAUC: 0.8513	Eval_AUC: 0.8526	Inference_time: 39.0588
Epoch 0 Global_step 60000	Train_loss: 0.4506	Trainlogloss: 0.4506	logloss: 0.4790	Eval_GAUC: 0.8508	Eval_AUC: 0.8530	Inference_time: 17.6976
Epoch 0 Global_step 61000	Train_loss: 0.4553	Trainlogloss: 0.4553	logloss: 0.4777	Eval_GAUC: 0.8524	Eval_AUC: 0.8544	Inference_time: 39.1750
Epoch 0 Global_step 62000	Train_loss: 0.4500	Trainlogloss: 0.4500	logloss: 0.4790	Eval_GAUC: 0.8503	Eval_AUC: 0.8521	Inference_time: 17.9310
Epoch 0 Global_step 63000	Train_loss: 0.4511	Trainlogloss: 0.4511	logloss: 0.4779	Eval_GAUC: 0.8499	Eval_AUC: 0.8522	Inference_time: 19.9944
Epoch 0 Global_step 64000	Train_loss: 0.4483	Trainlogloss: 0.4483	logloss: 0.4726	Eval_GAUC: 0.8523	Eval_AUC: 0.8547	Inference_time: 18.2774
Epoch 0 Global_step 65000	Train_loss: 0.4494	Trainlogloss: 0.4494	logloss: 0.4749	Eval_GAUC: 0.8520	Eval_AUC: 0.8539	Inference_time: 17.8650
Epoch 0 Global_step 66000	Train_loss: 0.4410	Trainlogloss: 0.4410	logloss: 0.4753	Eval_GAUC: 0.8514	Eval_AUC: 0.8533	Inference_time: 17.9543
Epoch 0 Global_step 67000	Train_loss: 0.4471	Trainlogloss: 0.4471	logloss: 0.4749	Eval_GAUC: 0.8509	Eval_AUC: 0.8533	Inference_time: 19.9202
Epoch 0 Global_step 68000	Train_loss: 0.4543	Trainlogloss: 0.4543	logloss: 0.4703	Eval_GAUC: 0.8529	Eval_AUC: 0.8554	Inference_time: 39.4821
Epoch 0 Global_step 69000	Train_loss: 0.4445	Trainlogloss: 0.4445	logloss: 0.4694	Eval_GAUC: 0.8553	Eval_AUC: 0.8577	Inference_time: 38.1304
Epoch 0 Global_step 70000	Train_loss: 0.4522	Trainlogloss: 0.4522	logloss: 0.4654	Eval_GAUC: 0.8560	Eval_AUC: 0.8585	Inference_time: 40.0805
Epoch 0 Global_step 71000	Train_loss: 0.4462	Trainlogloss: 0.4462	logloss: 0.4686	Eval_GAUC: 0.8537	Eval_AUC: 0.8563	Inference_time: 17.6502
Epoch 0 Global_step 72000	Train_loss: 0.4416	Trainlogloss: 0.4416	logloss: 0.4655	Eval_GAUC: 0.8569	Eval_AUC: 0.8595	Inference_time: 40.9224
Epoch 0 Global_step 73000	Train_loss: 0.4448	Trainlogloss: 0.4448	logloss: 0.4654	Eval_GAUC: 0.8565	Eval_AUC: 0.8592	Inference_time: 20.4726
Epoch 0 Global_step 74000	Train_loss: 0.4438	Trainlogloss: 0.4438	logloss: 0.4657	Eval_GAUC: 0.8560	Eval_AUC: 0.8584	Inference_time: 18.4969
Epoch 0 Global_step 75000	Train_loss: 0.4421	Trainlogloss: 0.4421	logloss: 0.4640	Eval_GAUC: 0.8573	Eval_AUC: 0.8596	Inference_time: 41.3169
Epoch 0 Global_step 76000	Train_loss: 0.4411	Trainlogloss: 0.4411	logloss: 0.4612	Eval_GAUC: 0.8590	Eval_AUC: 0.8620	Inference_time: 41.2778
Epoch 0 Global_step 77000	Train_loss: 0.4430	Trainlogloss: 0.4430	logloss: 0.4610	Eval_GAUC: 0.8594	Eval_AUC: 0.8618	Inference_time: 42.2762
Epoch 0 Global_step 78000	Train_loss: 0.4333	Trainlogloss: 0.4333	logloss: 0.4650	Eval_GAUC: 0.8587	Eval_AUC: 0.8611	Inference_time: 17.9790
Epoch 0 Global_step 79000	Train_loss: 0.4370	Trainlogloss: 0.4370	logloss: 0.4646	Eval_GAUC: 0.8591	Eval_AUC: 0.8605	Inference_time: 18.5170
Epoch 0 Global_step 80000	Train_loss: 0.4376	Trainlogloss: 0.4376	logloss: 0.4613	Eval_GAUC: 0.8604	Eval_AUC: 0.8623	Inference_time: 43.1133
Epoch 0 Global_step 81000	Train_loss: 0.4399	Trainlogloss: 0.4399	logloss: 0.4595	Eval_GAUC: 0.8616	Eval_AUC: 0.8631	Inference_time: 42.2568
Epoch 0 DONE	Cost time: 11213.86
Epoch 1 Global_step 82000	Train_loss: 0.1840	Trainlogloss: 0.1840	logloss: 0.4682	Eval_GAUC: 0.8584	Eval_AUC: 0.8610	Inference_time: 18.0566
Epoch 1 Global_step 83000	Train_loss: 0.3952	Trainlogloss: 0.3952	logloss: 0.4685	Eval_GAUC: 0.8595	Eval_AUC: 0.8614	Inference_time: 18.2685
Epoch 1 Global_step 84000	Train_loss: 0.3959	Trainlogloss: 0.3959	logloss: 0.4761	Eval_GAUC: 0.8566	Eval_AUC: 0.8587	Inference_time: 18.3466
Epoch 1 Global_step 85000	Train_loss: 0.4019	Trainlogloss: 0.4019	logloss: 0.4648	Eval_GAUC: 0.8606	Eval_AUC: 0.8622	Inference_time: 20.2102
Epoch 1 Global_step 86000	Train_loss: 0.3956	Trainlogloss: 0.3956	logloss: 0.4685	Eval_GAUC: 0.8585	Eval_AUC: 0.8607	Inference_time: 18.0924
Epoch 1 Global_step 87000	Train_loss: 0.3943	Trainlogloss: 0.3943	logloss: 0.4726	Eval_GAUC: 0.8597	Eval_AUC: 0.8615	Inference_time: 17.8807
Epoch 1 Global_step 88000	Train_loss: 0.4006	Trainlogloss: 0.4006	logloss: 0.4675	Eval_GAUC: 0.8579	Eval_AUC: 0.8604	Inference_time: 18.2442
Epoch 1 Global_step 89000	Train_loss: 0.3992	Trainlogloss: 0.3992	logloss: 0.4660	Eval_GAUC: 0.8595	Eval_AUC: 0.8611	Inference_time: 20.1278
Epoch 1 Global_step 90000	Train_loss: 0.4024	Trainlogloss: 0.4024	logloss: 0.4730	Eval_GAUC: 0.8579	Eval_AUC: 0.8596	Inference_time: 17.7127
Epoch 1 Global_step 91000	Train_loss: 0.3994	Trainlogloss: 0.3994	logloss: 0.4696	Eval_GAUC: 0.8586	Eval_AUC: 0.8601	Inference_time: 18.4167
Epoch 1 Global_step 92000	Train_loss: 0.4024	Trainlogloss: 0.4024	logloss: 0.4659	Eval_GAUC: 0.8592	Eval_AUC: 0.8612	Inference_time: 18.0257
Epoch 1 Global_step 93000	Train_loss: 0.4007	Trainlogloss: 0.4007	logloss: 0.4666	Eval_GAUC: 0.8591	Eval_AUC: 0.8602	Inference_time: 20.1591
Epoch 1 Global_step 94000	Train_loss: 0.4007	Trainlogloss: 0.4007	logloss: 0.4747	Eval_GAUC: 0.8568	Eval_AUC: 0.8581	Inference_time: 18.0473
Epoch 1 Global_step 95000	Train_loss: 0.3913	Trainlogloss: 0.3913	logloss: 0.4659	Eval_GAUC: 0.8622	Eval_AUC: 0.8633	Inference_time: 43.1520
Epoch 1 Global_step 96000	Train_loss: 0.4004	Trainlogloss: 0.4004	logloss: 0.4618	Eval_GAUC: 0.8617	Eval_AUC: 0.8633	Inference_time: 17.9743
Epoch 1 Global_step 97000	Train_loss: 0.4068	Trainlogloss: 0.4068	logloss: 0.4704	Eval_GAUC: 0.8562	Eval_AUC: 0.8582	Inference_time: 17.8185
Epoch 1 Global_step 98000	Train_loss: 0.4019	Trainlogloss: 0.4019	logloss: 0.4729	Eval_GAUC: 0.8558	Eval_AUC: 0.8578	Inference_time: 18.1068
Epoch 1 Global_step 99000	Train_loss: 0.4080	Trainlogloss: 0.4080	logloss: 0.4628	Eval_GAUC: 0.8618	Eval_AUC: 0.8634	Inference_time: 19.6195
Epoch 1 Global_step 100000	Train_loss: 0.4048	Trainlogloss: 0.4048	logloss: 0.4611	Eval_GAUC: 0.8620	Eval_AUC: 0.8639	Inference_time: 18.2688
Epoch 1 Global_step 101000	Train_loss: 0.4003	Trainlogloss: 0.4003	logloss: 0.4732	Eval_GAUC: 0.8577	Eval_AUC: 0.8589	Inference_time: 17.9876
Epoch 1 Global_step 102000	Train_loss: 0.4002	Trainlogloss: 0.4002	logloss: 0.4703	Eval_GAUC: 0.8597	Eval_AUC: 0.8616	Inference_time: 17.7558
Epoch 1 Global_step 103000	Train_loss: 0.4057	Trainlogloss: 0.4057	logloss: 0.4690	Eval_GAUC: 0.8588	Eval_AUC: 0.8606	Inference_time: 20.4997
Epoch 1 Global_step 104000	Train_loss: 0.4099	Trainlogloss: 0.4099	logloss: 0.4657	Eval_GAUC: 0.8592	Eval_AUC: 0.8611	Inference_time: 18.7291
Epoch 1 Global_step 105000	Train_loss: 0.4073	Trainlogloss: 0.4073	logloss: 0.4627	Eval_GAUC: 0.8612	Eval_AUC: 0.8628	Inference_time: 18.5942
Epoch 1 Global_step 106000	Train_loss: 0.4067	Trainlogloss: 0.4067	logloss: 0.4635	Eval_GAUC: 0.8619	Eval_AUC: 0.8636	Inference_time: 18.7881
Epoch 1 Global_step 107000	Train_loss: 0.4029	Trainlogloss: 0.4029	logloss: 0.4687	Eval_GAUC: 0.8587	Eval_AUC: 0.8603	Inference_time: 21.2977
Epoch 1 Global_step 108000	Train_loss: 0.4024	Trainlogloss: 0.4024	logloss: 0.4626	Eval_GAUC: 0.8605	Eval_AUC: 0.8625	Inference_time: 18.4042
Epoch 1 Global_step 109000	Train_loss: 0.4012	Trainlogloss: 0.4012	logloss: 0.4590	Eval_GAUC: 0.8631	Eval_AUC: 0.8649	Inference_time: 43.1995
Epoch 1 Global_step 110000	Train_loss: 0.4021	Trainlogloss: 0.4021	logloss: 0.4677	Eval_GAUC: 0.8571	Eval_AUC: 0.8590	Inference_time: 17.9038
Epoch 1 Global_step 111000	Train_loss: 0.4039	Trainlogloss: 0.4039	logloss: 0.4618	Eval_GAUC: 0.8631	Eval_AUC: 0.8651	Inference_time: 43.9318
Epoch 1 Global_step 112000	Train_loss: 0.3972	Trainlogloss: 0.3972	logloss: 0.4685	Eval_GAUC: 0.8628	Eval_AUC: 0.8639	Inference_time: 18.0362
Epoch 1 Global_step 113000	Train_loss: 0.4070	Trainlogloss: 0.4070	logloss: 0.4654	Eval_GAUC: 0.8606	Eval_AUC: 0.8625	Inference_time: 18.2213
Epoch 1 Global_step 114000	Train_loss: 0.4076	Trainlogloss: 0.4076	logloss: 0.4641	Eval_GAUC: 0.8611	Eval_AUC: 0.8629	Inference_time: 18.0935
Epoch 1 Global_step 115000	Train_loss: 0.4056	Trainlogloss: 0.4056	logloss: 0.4616	Eval_GAUC: 0.8644	Eval_AUC: 0.8661	Inference_time: 44.2422
Epoch 1 Global_step 116000	Train_loss: 0.4013	Trainlogloss: 0.4013	logloss: 0.4561	Eval_GAUC: 0.8654	Eval_AUC: 0.8678	Inference_time: 45.0783
Epoch 1 Global_step 117000	Train_loss: 0.4057	Trainlogloss: 0.4057	logloss: 0.4645	Eval_GAUC: 0.8616	Eval_AUC: 0.8639	Inference_time: 17.9046
Epoch 1 Global_step 118000	Train_loss: 0.4084	Trainlogloss: 0.4084	logloss: 0.4661	Eval_GAUC: 0.8616	Eval_AUC: 0.8637	Inference_time: 17.8686
Epoch 1 Global_step 119000	Train_loss: 0.4059	Trainlogloss: 0.4059	logloss: 0.4654	Eval_GAUC: 0.8636	Eval_AUC: 0.8659	Inference_time: 17.7301
Epoch 1 Global_step 120000	Train_loss: 0.4012	Trainlogloss: 0.4012	logloss: 0.4598	Eval_GAUC: 0.8634	Eval_AUC: 0.8657	Inference_time: 16.5259
Epoch 1 Global_step 121000	Train_loss: 0.4070	Trainlogloss: 0.4070	logloss: 0.4626	Eval_GAUC: 0.8615	Eval_AUC: 0.8640	Inference_time: 16.8142
Epoch 1 Global_step 122000	Train_loss: 0.4028	Trainlogloss: 0.4028	logloss: 0.4661	Eval_GAUC: 0.8629	Eval_AUC: 0.8650	Inference_time: 18.3230
Epoch 1 Global_step 123000	Train_loss: 0.3996	Trainlogloss: 0.3996	logloss: 0.4620	Eval_GAUC: 0.8630	Eval_AUC: 0.8655	Inference_time: 16.1246
Epoch 1 Global_step 124000	Train_loss: 0.4064	Trainlogloss: 0.4064	logloss: 0.4619	Eval_GAUC: 0.8625	Eval_AUC: 0.8654	Inference_time: 16.5784
Epoch 1 Global_step 125000	Train_loss: 0.4000	Trainlogloss: 0.4000	logloss: 0.4567	Eval_GAUC: 0.8647	Eval_AUC: 0.8672	Inference_time: 16.2266
Epoch 1 Global_step 126000	Train_loss: 0.4052	Trainlogloss: 0.4052	logloss: 0.4629	Eval_GAUC: 0.8622	Eval_AUC: 0.8646	Inference_time: 18.2673
Epoch 1 Global_step 127000	Train_loss: 0.4027	Trainlogloss: 0.4027	logloss: 0.4614	Eval_GAUC: 0.8625	Eval_AUC: 0.8653	Inference_time: 15.9878
Epoch 1 Global_step 128000	Train_loss: 0.4090	Trainlogloss: 0.4090	logloss: 0.4592	Eval_GAUC: 0.8630	Eval_AUC: 0.8659	Inference_time: 16.3348
Epoch 1 Global_step 129000	Train_loss: 0.4067	Trainlogloss: 0.4067	logloss: 0.4600	Eval_GAUC: 0.8620	Eval_AUC: 0.8645	Inference_time: 16.2090
Epoch 1 Global_step 130000	Train_loss: 0.4054	Trainlogloss: 0.4054	logloss: 0.4609	Eval_GAUC: 0.8656	Eval_AUC: 0.8681	Inference_time: 43.5373
Epoch 1 Global_step 131000	Train_loss: 0.4041	Trainlogloss: 0.4041	logloss: 0.4577	Eval_GAUC: 0.8641	Eval_AUC: 0.8660	Inference_time: 18.5116
Epoch 1 Global_step 132000	Train_loss: 0.4069	Trainlogloss: 0.4069	logloss: 0.4565	Eval_GAUC: 0.8661	Eval_AUC: 0.8684	Inference_time: 42.6214
Epoch 1 Global_step 133000	Train_loss: 0.4100	Trainlogloss: 0.4100	logloss: 0.4555	Eval_GAUC: 0.8651	Eval_AUC: 0.8674	Inference_time: 16.2096
Epoch 1 Global_step 134000	Train_loss: 0.4090	Trainlogloss: 0.4090	logloss: 0.4601	Eval_GAUC: 0.8623	Eval_AUC: 0.8647	Inference_time: 16.1476
Epoch 1 Global_step 135000	Train_loss: 0.4086	Trainlogloss: 0.4086	logloss: 0.4571	Eval_GAUC: 0.8653	Eval_AUC: 0.8678	Inference_time: 16.4861
Epoch 1 Global_step 136000	Train_loss: 0.4026	Trainlogloss: 0.4026	logloss: 0.4596	Eval_GAUC: 0.8648	Eval_AUC: 0.8663	Inference_time: 16.7042
Epoch 1 Global_step 137000	Train_loss: 0.4043	Trainlogloss: 0.4043	logloss: 0.4514	Eval_GAUC: 0.8694	Eval_AUC: 0.8707	Inference_time: 43.2888
Epoch 1 Global_step 138000	Train_loss: 0.4062	Trainlogloss: 0.4062	logloss: 0.4558	Eval_GAUC: 0.8646	Eval_AUC: 0.8667	Inference_time: 15.9792
Epoch 1 Global_step 139000	Train_loss: 0.4043	Trainlogloss: 0.4043	logloss: 0.4589	Eval_GAUC: 0.8661	Eval_AUC: 0.8679	Inference_time: 18.2056
