2022-04-30 22:13:43.845237: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2022-04-30 22:13:44.087736: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
name: NVIDIA GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.797
pciBusID: 0000:84:00.0
totalMemory: 7.93GiB freeMemory: 7.82GiB
2022-04-30 22:13:44.087835: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: NVIDIA GeForce GTX 1080, pci bus id: 0000:84:00.0, compute capability: 6.1)
hidden_units:128
item_emb(graph):False
gnn_layer:4
gnn_method:gcn_att4_rn
gcl:False
gcl_ran_num:3000
gcl_w:1.0
user_emb:True
gnn_user_emb:False
gcl_user_emb:False
start constructing adjcent table
loading adjcent table from adj folder
ready
128
logloss: 0.8414	 test_gauc: 0.4772	 test_auc: 0.4920
Epoch 0 Global_step 1000	Train_loss: 0.6512	Trainlogloss: 0.6512	logloss: 0.6156	Eval_GAUC: 0.7178	Eval_AUC: 0.7221	Inference_time: 37.2823
Epoch 0 Global_step 31000	Train_loss: 0.4880	Trainlogloss: 0.4880	logloss: 0.4982	Eval_GAUC: 0.8210	Eval_AUC: 0.8379	Inference_time: 33.4869
Epoch 0 Global_step 32000	Train_loss: 0.4801	Trainlogloss: 0.4801	logloss: 0.4946	Eval_GAUC: 0.8221	Eval_AUC: 0.8394	Inference_time: 47.0808
Epoch 0 Global_step 33000	Train_loss: 0.4789	Trainlogloss: 0.4789	logloss: 0.4916	Eval_GAUC: 0.8239	Eval_AUC: 0.8415	Inference_time: 47.9846
Epoch 0 Global_step 34000	Train_loss: 0.4882	Trainlogloss: 0.4882	logloss: 0.4905	Eval_GAUC: 0.8247	Eval_AUC: 0.8417	Inference_time: 48.5459
Epoch 0 Global_step 35000	Train_loss: 0.4829	Trainlogloss: 0.4829	logloss: 0.4932	Eval_GAUC: 0.8258	Eval_AUC: 0.8418	Inference_time: 46.9889
Epoch 0 Global_step 36000	Train_loss: 0.4771	Trainlogloss: 0.4771	logloss: 0.4910	Eval_GAUC: 0.8247	Eval_AUC: 0.8416	Inference_time: 36.6491
Epoch 0 Global_step 37000	Train_loss: 0.4815	Trainlogloss: 0.4815	logloss: 0.4895	Eval_GAUC: 0.8265	Eval_AUC: 0.8428	Inference_time: 49.8290
Epoch 0 Global_step 38000	Train_loss: 0.4753	Trainlogloss: 0.4753	logloss: 0.4901	Eval_GAUC: 0.8274	Eval_AUC: 0.8434	Inference_time: 49.3800
Epoch 0 Global_step 39000	Train_loss: 0.4763	Trainlogloss: 0.4763	logloss: 0.4863	Eval_GAUC: 0.8278	Eval_AUC: 0.8454	Inference_time: 49.0191
Epoch 0 Global_step 40000	Train_loss: 0.4794	Trainlogloss: 0.4794	logloss: 0.4882	Eval_GAUC: 0.8276	Eval_AUC: 0.8438	Inference_time: 36.9787
Epoch 0 Global_step 41000	Train_loss: 0.4740	Trainlogloss: 0.4740	logloss: 0.4845	Eval_GAUC: 0.8309	Eval_AUC: 0.8469	Inference_time: 50.0928
Epoch 0 Global_step 42000	Train_loss: 0.4712	Trainlogloss: 0.4712	logloss: 0.4857	Eval_GAUC: 0.8298	Eval_AUC: 0.8458	Inference_time: 33.5877
Epoch 0 Global_step 43000	Train_loss: 0.4704	Trainlogloss: 0.4704	logloss: 0.4849	Eval_GAUC: 0.8315	Eval_AUC: 0.8484	Inference_time: 49.7147
Epoch 0 Global_step 44000	Train_loss: 0.4737	Trainlogloss: 0.4737	logloss: 0.4822	Eval_GAUC: 0.8318	Eval_AUC: 0.8478	Inference_time: 56.5396
Epoch 0 Global_step 45000	Train_loss: 0.4717	Trainlogloss: 0.4717	logloss: 0.4802	Eval_GAUC: 0.8326	Eval_AUC: 0.8492	Inference_time: 50.6206
Epoch 0 Global_step 46000	Train_loss: 0.4682	Trainlogloss: 0.4682	logloss: 0.4802	Eval_GAUC: 0.8327	Eval_AUC: 0.8493	Inference_time: 51.9419
Epoch 0 Global_step 47000	Train_loss: 0.4669	Trainlogloss: 0.4669	logloss: 0.4815	Eval_GAUC: 0.8331	Eval_AUC: 0.8491	Inference_time: 50.2709
Epoch 0 Global_step 48000	Train_loss: 0.4735	Trainlogloss: 0.4735	logloss: 0.4790	Eval_GAUC: 0.8346	Eval_AUC: 0.8503	Inference_time: 56.2628
Epoch 0 Global_step 49000	Train_loss: 0.4693	Trainlogloss: 0.4693	logloss: 0.4778	Eval_GAUC: 0.8351	Eval_AUC: 0.8510	Inference_time: 50.5443
Epoch 0 Global_step 50000	Train_loss: 0.4680	Trainlogloss: 0.4680	logloss: 0.4774	Eval_GAUC: 0.8357	Eval_AUC: 0.8515	Inference_time: 54.9065
Epoch 0 Global_step 51000	Train_loss: 0.4644	Trainlogloss: 0.4644	logloss: 0.4761	Eval_GAUC: 0.8364	Eval_AUC: 0.8526	Inference_time: 51.8823
Epoch 0 Global_step 52000	Train_loss: 0.4627	Trainlogloss: 0.4627	logloss: 0.4759	Eval_GAUC: 0.8353	Eval_AUC: 0.8527	Inference_time: 32.6059
Epoch 0 Global_step 53000	Train_loss: 0.4611	Trainlogloss: 0.4611	logloss: 0.4754	Eval_GAUC: 0.8377	Eval_AUC: 0.8534	Inference_time: 55.5369
Epoch 0 Global_step 54000	Train_loss: 0.4620	Trainlogloss: 0.4620	logloss: 0.4752	Eval_GAUC: 0.8378	Eval_AUC: 0.8537	Inference_time: 53.2153
Epoch 0 Global_step 55000	Train_loss: 0.4628	Trainlogloss: 0.4628	logloss: 0.4735	Eval_GAUC: 0.8386	Eval_AUC: 0.8550	Inference_time: 53.8201
Epoch 0 Global_step 56000	Train_loss: 0.4612	Trainlogloss: 0.4612	logloss: 0.4737	Eval_GAUC: 0.8379	Eval_AUC: 0.8538	Inference_time: 33.1039
Epoch 0 Global_step 57000	Train_loss: 0.4655	Trainlogloss: 0.4655	logloss: 0.4725	Eval_GAUC: 0.8402	Eval_AUC: 0.8561	Inference_time: 55.9362
Epoch 0 Global_step 58000	Train_loss: 0.4543	Trainlogloss: 0.4543	logloss: 0.4729	Eval_GAUC: 0.8393	Eval_AUC: 0.8548	Inference_time: 33.0813
Epoch 0 Global_step 59000	Train_loss: 0.4564	Trainlogloss: 0.4564	logloss: 0.4714	Eval_GAUC: 0.8408	Eval_AUC: 0.8564	Inference_time: 54.6725
Epoch 0 Global_step 60000	Train_loss: 0.4591	Trainlogloss: 0.4591	logloss: 0.4691	Eval_GAUC: 0.8421	Eval_AUC: 0.8578	Inference_time: 56.5270
Epoch 0 Global_step 61000	Train_loss: 0.4568	Trainlogloss: 0.4568	logloss: 0.4710	Eval_GAUC: 0.8409	Eval_AUC: 0.8560	Inference_time: 33.2221
Epoch 0 Global_step 62000	Train_loss: 0.4556	Trainlogloss: 0.4556	logloss: 0.4719	Eval_GAUC: 0.8413	Eval_AUC: 0.8575	Inference_time: 32.4129
Epoch 0 Global_step 63000	Train_loss: 0.4586	Trainlogloss: 0.4586	logloss: 0.4683	Eval_GAUC: 0.8415	Eval_AUC: 0.8575	Inference_time: 33.4315
Epoch 0 Global_step 64000	Train_loss: 0.4565	Trainlogloss: 0.4565	logloss: 0.4658	Eval_GAUC: 0.8442	Eval_AUC: 0.8592	Inference_time: 56.6798
Epoch 0 Global_step 65000	Train_loss: 0.4506	Trainlogloss: 0.4506	logloss: 0.4657	Eval_GAUC: 0.8439	Eval_AUC: 0.8596	Inference_time: 33.1328
Epoch 0 Global_step 66000	Train_loss: 0.4487	Trainlogloss: 0.4487	logloss: 0.4664	Eval_GAUC: 0.8451	Eval_AUC: 0.8602	Inference_time: 57.1371
Epoch 0 Global_step 67000	Train_loss: 0.4524	Trainlogloss: 0.4524	logloss: 0.4657	Eval_GAUC: 0.8453	Eval_AUC: 0.8600	Inference_time: 54.1083
Epoch 0 Global_step 68000	Train_loss: 0.4497	Trainlogloss: 0.4497	logloss: 0.4653	Eval_GAUC: 0.8453	Eval_AUC: 0.8594	Inference_time: 53.2233
Epoch 0 Global_step 69000	Train_loss: 0.4483	Trainlogloss: 0.4483	logloss: 0.4680	Eval_GAUC: 0.8462	Eval_AUC: 0.8618	Inference_time: 61.4294
Epoch 0 Global_step 70000	Train_loss: 0.4527	Trainlogloss: 0.4527	logloss: 0.4656	Eval_GAUC: 0.8465	Eval_AUC: 0.8620	Inference_time: 57.0740
Epoch 0 Global_step 71000	Train_loss: 0.4532	Trainlogloss: 0.4532	logloss: 0.4621	Eval_GAUC: 0.8469	Eval_AUC: 0.8616	Inference_time: 55.8346
Epoch 0 Global_step 72000	Train_loss: 0.4511	Trainlogloss: 0.4511	logloss: 0.4608	Eval_GAUC: 0.8473	Eval_AUC: 0.8627	Inference_time: 58.5064
Epoch 0 Global_step 73000	Train_loss: 0.4513	Trainlogloss: 0.4513	logloss: 0.4634	Eval_GAUC: 0.8465	Eval_AUC: 0.8611	Inference_time: 33.4130
Epoch 0 Global_step 74000	Train_loss: 0.4470	Trainlogloss: 0.4470	logloss: 0.4600	Eval_GAUC: 0.8488	Eval_AUC: 0.8633	Inference_time: 60.2573
Epoch 0 Global_step 75000	Train_loss: 0.4472	Trainlogloss: 0.4472	logloss: 0.4583	Eval_GAUC: 0.8487	Eval_AUC: 0.8642	Inference_time: 32.8971
Epoch 0 Global_step 76000	Train_loss: 0.4401	Trainlogloss: 0.4401	logloss: 0.4601	Eval_GAUC: 0.8493	Eval_AUC: 0.8641	Inference_time: 59.6795
Epoch 0 Global_step 77000	Train_loss: 0.4434	Trainlogloss: 0.4434	logloss: 0.4590	Eval_GAUC: 0.8489	Eval_AUC: 0.8635	Inference_time: 33.8505
Epoch 0 Global_step 78000	Train_loss: 0.4415	Trainlogloss: 0.4415	logloss: 0.4561	Eval_GAUC: 0.8500	Eval_AUC: 0.8656	Inference_time: 59.1531
Epoch 0 Global_step 79000	Train_loss: 0.4399	Trainlogloss: 0.4399	logloss: 0.4570	Eval_GAUC: 0.8507	Eval_AUC: 0.8654	Inference_time: 57.9999
Epoch 0 Global_step 80000	Train_loss: 0.4383	Trainlogloss: 0.4383	logloss: 0.4546	Eval_GAUC: 0.8524	Eval_AUC: 0.8667	Inference_time: 58.7369
Epoch 0 Global_step 81000	Train_loss: 0.4423	Trainlogloss: 0.4423	logloss: 0.4551	Eval_GAUC: 0.8528	Eval_AUC: 0.8671	Inference_time: 62.5611
Epoch 0 Global_step 82000	Train_loss: 0.4401	Trainlogloss: 0.4401	logloss: 0.4537	Eval_GAUC: 0.8526	Eval_AUC: 0.8675	Inference_time: 32.9823
Epoch 0 Global_step 83000	Train_loss: 0.4388	Trainlogloss: 0.4388	logloss: 0.4537	Eval_GAUC: 0.8543	Eval_AUC: 0.8688	Inference_time: 60.2032
Epoch 0 Global_step 84000	Train_loss: 0.4372	Trainlogloss: 0.4372	logloss: 0.4553	Eval_GAUC: 0.8534	Eval_AUC: 0.8675	Inference_time: 33.1391
Epoch 0 Global_step 85000	Train_loss: 0.4364	Trainlogloss: 0.4364	logloss: 0.4555	Eval_GAUC: 0.8518	Eval_AUC: 0.8667	Inference_time: 33.2183
Epoch 0 Global_step 86000	Train_loss: 0.4388	Trainlogloss: 0.4388	logloss: 0.4516	Eval_GAUC: 0.8541	Eval_AUC: 0.8687	Inference_time: 32.8099
Epoch 0 Global_step 87000	Train_loss: 0.4390	Trainlogloss: 0.4390	logloss: 0.4513	Eval_GAUC: 0.8543	Eval_AUC: 0.8689	Inference_time: 33.0527
Epoch 0 Global_step 88000	Train_loss: 0.4323	Trainlogloss: 0.4323	logloss: 0.4498	Eval_GAUC: 0.8558	Eval_AUC: 0.8698	Inference_time: 60.5331
Epoch 0 Global_step 89000	Train_loss: 0.4359	Trainlogloss: 0.4359	logloss: 0.4510	Eval_GAUC: 0.8558	Eval_AUC: 0.8698	Inference_time: 33.1370
Epoch 0 Global_step 90000	Train_loss: 0.4333	Trainlogloss: 0.4333	logloss: 0.4506	Eval_GAUC: 0.8552	Eval_AUC: 0.8693	Inference_time: 33.3912
Epoch 0 DONE	Cost time: 58077.70
Epoch 1 Global_step 91000	Train_loss: 0.1558	Trainlogloss: 0.1558	logloss: 0.4515	Eval_GAUC: 0.8576	Eval_AUC: 0.8713	Inference_time: 60.1985
Epoch 1 Global_step 92000	Train_loss: 0.3847	Trainlogloss: 0.3847	logloss: 0.4505	Eval_GAUC: 0.8581	Eval_AUC: 0.8712	Inference_time: 62.5674
Epoch 1 Global_step 93000	Train_loss: 0.3908	Trainlogloss: 0.3908	logloss: 0.4532	Eval_GAUC: 0.8574	Eval_AUC: 0.8699	Inference_time: 32.5398
Epoch 1 Global_step 94000	Train_loss: 0.3833	Trainlogloss: 0.3833	logloss: 0.4533	Eval_GAUC: 0.8561	Eval_AUC: 0.8701	Inference_time: 32.5582
Epoch 1 Global_step 95000	Train_loss: 0.3903	Trainlogloss: 0.3903	logloss: 0.4588	Eval_GAUC: 0.8552	Eval_AUC: 0.8683	Inference_time: 32.9415
Epoch 1 Global_step 96000	Train_loss: 0.3882	Trainlogloss: 0.3882	logloss: 0.4550	Eval_GAUC: 0.8554	Eval_AUC: 0.8689	Inference_time: 33.4443
Epoch 1 Global_step 97000	Train_loss: 0.3896	Trainlogloss: 0.3896	logloss: 0.4537	Eval_GAUC: 0.8548	Eval_AUC: 0.8676	Inference_time: 38.8287
Epoch 1 Global_step 98000	Train_loss: 0.3828	Trainlogloss: 0.3828	logloss: 0.4534	Eval_GAUC: 0.8567	Eval_AUC: 0.8692	Inference_time: 33.3230
Epoch 1 Global_step 99000	Train_loss: 0.3875	Trainlogloss: 0.3875	logloss: 0.4529	Eval_GAUC: 0.8567	Eval_AUC: 0.8703	Inference_time: 33.9797
Epoch 1 Global_step 100000	Train_loss: 0.3878	Trainlogloss: 0.3878	logloss: 0.4516	Eval_GAUC: 0.8576	Eval_AUC: 0.8703	Inference_time: 33.1772
Epoch 1 Global_step 101000	Train_loss: 0.3930	Trainlogloss: 0.3930	logloss: 0.4498	Eval_GAUC: 0.8567	Eval_AUC: 0.8708	Inference_time: 33.2420
Epoch 1 Global_step 102000	Train_loss: 0.3840	Trainlogloss: 0.3840	logloss: 0.4542	Eval_GAUC: 0.8565	Eval_AUC: 0.8703	Inference_time: 33.0505
Epoch 1 Global_step 103000	Train_loss: 0.3953	Trainlogloss: 0.3953	logloss: 0.4483	Eval_GAUC: 0.8587	Eval_AUC: 0.8722	Inference_time: 62.5168
Epoch 1 Global_step 104000	Train_loss: 0.3886	Trainlogloss: 0.3886	logloss: 0.4532	Eval_GAUC: 0.8586	Eval_AUC: 0.8705	Inference_time: 32.6742
Epoch 1 Global_step 105000	Train_loss: 0.3877	Trainlogloss: 0.3877	logloss: 0.4524	Eval_GAUC: 0.8584	Eval_AUC: 0.8716	Inference_time: 38.7390
Epoch 1 Global_step 106000	Train_loss: 0.3825	Trainlogloss: 0.3825	logloss: 0.4492	Eval_GAUC: 0.8586	Eval_AUC: 0.8722	Inference_time: 33.1062
Epoch 1 Global_step 107000	Train_loss: 0.3874	Trainlogloss: 0.3874	logloss: 0.4585	Eval_GAUC: 0.8557	Eval_AUC: 0.8683	Inference_time: 33.2782
Epoch 1 Global_step 108000	Train_loss: 0.3860	Trainlogloss: 0.3860	logloss: 0.4484	Eval_GAUC: 0.8593	Eval_AUC: 0.8723	Inference_time: 62.3749
Epoch 1 Global_step 109000	Train_loss: 0.3910	Trainlogloss: 0.3910	logloss: 0.4573	Eval_GAUC: 0.8578	Eval_AUC: 0.8704	Inference_time: 33.0389
Epoch 1 Global_step 110000	Train_loss: 0.3836	Trainlogloss: 0.3836	logloss: 0.4552	Eval_GAUC: 0.8555	Eval_AUC: 0.8693	Inference_time: 34.2592
Epoch 1 Global_step 111000	Train_loss: 0.3896	Trainlogloss: 0.3896	logloss: 0.4577	Eval_GAUC: 0.8557	Eval_AUC: 0.8688	Inference_time: 33.4804
Epoch 1 Global_step 112000	Train_loss: 0.3875	Trainlogloss: 0.3875	logloss: 0.4500	Eval_GAUC: 0.8592	Eval_AUC: 0.8715	Inference_time: 33.2110
Epoch 1 Global_step 113000	Train_loss: 0.3873	Trainlogloss: 0.3873	logloss: 0.4529	Eval_GAUC: 0.8601	Eval_AUC: 0.8719	Inference_time: 62.8844
Epoch 1 Global_step 114000	Train_loss: 0.3911	Trainlogloss: 0.3911	logloss: 0.4500	Eval_GAUC: 0.8597	Eval_AUC: 0.8728	Inference_time: 32.9555
Epoch 1 Global_step 115000	Train_loss: 0.3866	Trainlogloss: 0.3866	logloss: 0.4495	Eval_GAUC: 0.8600	Eval_AUC: 0.8733	Inference_time: 32.8531
Epoch 1 Global_step 116000	Train_loss: 0.3851	Trainlogloss: 0.3851	logloss: 0.4484	Eval_GAUC: 0.8608	Eval_AUC: 0.8725	Inference_time: 63.3200
Epoch 1 Global_step 117000	Train_loss: 0.3859	Trainlogloss: 0.3859	logloss: 0.4500	Eval_GAUC: 0.8603	Eval_AUC: 0.8726	Inference_time: 33.4270
Epoch 1 Global_step 118000	Train_loss: 0.3848	Trainlogloss: 0.3848	logloss: 0.4462	Eval_GAUC: 0.8611	Eval_AUC: 0.8741	Inference_time: 61.8401
Epoch 1 Global_step 119000	Train_loss: 0.3839	Trainlogloss: 0.3839	logloss: 0.4495	Eval_GAUC: 0.8625	Eval_AUC: 0.8747	Inference_time: 61.6842
Epoch 1 Global_step 120000	Train_loss: 0.3866	Trainlogloss: 0.3866	logloss: 0.4451	Eval_GAUC: 0.8613	Eval_AUC: 0.8745	Inference_time: 32.7112
Epoch 1 Global_step 121000	Train_loss: 0.3839	Trainlogloss: 0.3839	logloss: 0.4519	Eval_GAUC: 0.8588	Eval_AUC: 0.8714	Inference_time: 32.8266
Epoch 1 Global_step 122000	Train_loss: 0.3865	Trainlogloss: 0.3865	logloss: 0.4452	Eval_GAUC: 0.8616	Eval_AUC: 0.8749	Inference_time: 32.2447
Epoch 1 Global_step 123000	Train_loss: 0.3828	Trainlogloss: 0.3828	logloss: 0.4511	Eval_GAUC: 0.8582	Eval_AUC: 0.8713	Inference_time: 32.5795
Epoch 1 Global_step 124000	Train_loss: 0.3847	Trainlogloss: 0.3847	logloss: 0.4466	Eval_GAUC: 0.8606	Eval_AUC: 0.8732	Inference_time: 33.4113
Epoch 1 Global_step 125000	Train_loss: 0.3781	Trainlogloss: 0.3781	logloss: 0.4511	Eval_GAUC: 0.8603	Eval_AUC: 0.8734	Inference_time: 32.7392
Epoch 1 Global_step 126000	Train_loss: 0.3885	Trainlogloss: 0.3885	logloss: 0.4453	Eval_GAUC: 0.8614	Eval_AUC: 0.8737	Inference_time: 33.3537
Epoch 1 Global_step 127000	Train_loss: 0.3834	Trainlogloss: 0.3834	logloss: 0.4483	Eval_GAUC: 0.8610	Eval_AUC: 0.8731	Inference_time: 34.7114
Epoch 1 Global_step 128000	Train_loss: 0.3857	Trainlogloss: 0.3857	logloss: 0.4454	Eval_GAUC: 0.8608	Eval_AUC: 0.8744	Inference_time: 34.2720
