2022-04-29 21:10:53.139107: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2022-04-29 21:10:53.434624: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
name: NVIDIA GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.797
pciBusID: 0000:02:00.0
totalMemory: 7.93GiB freeMemory: 3.75GiB
2022-04-29 21:10:53.434697: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: NVIDIA GeForce GTX 1080, pci bus id: 0000:02:00.0, compute capability: 6.1)
hidden_units:128
numHot:40
pruning:0
item_emb(graph):True
gnn_layer:4
gnn_method:gcn_att4_rn
gcl:False
gcl_ran_num:1000
gcl_w:2.0
user_emb:False
gnn_user_emb:False
gcl_user_emb:False
start constructing adjcent table
loading item table from adj folder
loading user table from adj folder
ready
128
logloss: 0.7316	 test_gauc: 0.4801	 test_auc: 0.4827
Epoch 0 Global_step 1000	Train_loss: 0.6454	logloss: 0.6588	Eval_GAUC: 0.6585	Eval_AUC: 0.6669
Epoch 1 Global_step 103000	Train_loss: 0.5616	logloss: 0.6137	Eval_GAUC: 0.7175	Eval_AUC: 0.7192
Epoch 1 Global_step 104000	Train_loss: 0.5662	logloss: 0.6191	Eval_GAUC: 0.7117	Eval_AUC: 0.7131
Epoch 1 Global_step 105000	Train_loss: 0.5679	logloss: 0.6126	Eval_GAUC: 0.7173	Eval_AUC: 0.7184
Epoch 1 Global_step 106000	Train_loss: 0.5686	logloss: 0.6124	Eval_GAUC: 0.7187	Eval_AUC: 0.7191
Epoch 1 Global_step 107000	Train_loss: 0.5693	logloss: 0.6158	Eval_GAUC: 0.7171	Eval_AUC: 0.7175
Epoch 1 Global_step 108000	Train_loss: 0.5631	logloss: 0.6111	Eval_GAUC: 0.7241	Eval_AUC: 0.7246
Epoch 1 Global_step 109000	Train_loss: 0.5664	logloss: 0.6105	Eval_GAUC: 0.7203	Eval_AUC: 0.7235
Epoch 1 Global_step 110000	Train_loss: 0.5587	logloss: 0.6149	Eval_GAUC: 0.7202	Eval_AUC: 0.7214
Epoch 1 Global_step 111000	Train_loss: 0.5611	logloss: 0.6112	Eval_GAUC: 0.7236	Eval_AUC: 0.7257
Epoch 1 Global_step 112000	Train_loss: 0.5631	logloss: 0.6072	Eval_GAUC: 0.7238	Eval_AUC: 0.7260
Epoch 1 Global_step 113000	Train_loss: 0.5642	logloss: 0.6110	Eval_GAUC: 0.7206	Eval_AUC: 0.7222
Epoch 1 Global_step 114000	Train_loss: 0.5652	logloss: 0.6136	Eval_GAUC: 0.7190	Eval_AUC: 0.7208
Epoch 1 Global_step 115000	Train_loss: 0.5620	logloss: 0.6121	Eval_GAUC: 0.7193	Eval_AUC: 0.7220
Epoch 1 Global_step 116000	Train_loss: 0.5598	logloss: 0.6114	Eval_GAUC: 0.7189	Eval_AUC: 0.7210
Epoch 1 Global_step 117000	Train_loss: 0.5638	logloss: 0.6102	Eval_GAUC: 0.7199	Eval_AUC: 0.7228
Epoch 1 Global_step 118000	Train_loss: 0.5607	logloss: 0.6092	Eval_GAUC: 0.7223	Eval_AUC: 0.7244
Epoch 1 Global_step 119000	Train_loss: 0.5612	logloss: 0.6146	Eval_GAUC: 0.7152	Eval_AUC: 0.7174
Epoch 1 Global_step 120000	Train_loss: 0.5594	logloss: 0.6149	Eval_GAUC: 0.7199	Eval_AUC: 0.7206
Epoch 1 Global_step 121000	Train_loss: 0.5614	logloss: 0.6132	Eval_GAUC: 0.7175	Eval_AUC: 0.7207
Epoch 1 Global_step 122000	Train_loss: 0.5612	logloss: 0.6137	Eval_GAUC: 0.7169	Eval_AUC: 0.7194
Epoch 1 Global_step 123000	Train_loss: 0.5618	logloss: 0.6122	Eval_GAUC: 0.7175	Eval_AUC: 0.7213
Epoch 1 Global_step 124000	Train_loss: 0.5604	logloss: 0.6113	Eval_GAUC: 0.7202	Eval_AUC: 0.7214
Epoch 1 Global_step 125000	Train_loss: 0.5560	logloss: 0.6150	Eval_GAUC: 0.7181	Eval_AUC: 0.7190
Epoch 1 Global_step 126000	Train_loss: 0.5590	logloss: 0.6126	Eval_GAUC: 0.7225	Eval_AUC: 0.7235
Epoch 1 Global_step 127000	Train_loss: 0.5626	logloss: 0.6151	Eval_GAUC: 0.7167	Eval_AUC: 0.7183
Epoch 1 Global_step 128000	Train_loss: 0.5603	logloss: 0.6146	Eval_GAUC: 0.7168	Eval_AUC: 0.7192
Epoch 1 Global_step 129000	Train_loss: 0.5610	logloss: 0.6129	Eval_GAUC: 0.7168	Eval_AUC: 0.7188
Epoch 1 Global_step 130000	Train_loss: 0.5621	logloss: 0.6089	Eval_GAUC: 0.7226	Eval_AUC: 0.7239
Epoch 1 Global_step 131000	Train_loss: 0.5618	logloss: 0.6119	Eval_GAUC: 0.7206	Eval_AUC: 0.7221
Epoch 1 Global_step 132000	Train_loss: 0.5574	logloss: 0.6147	Eval_GAUC: 0.7205	Eval_AUC: 0.7222
Epoch 1 Global_step 133000	Train_loss: 0.5598	logloss: 0.6158	Eval_GAUC: 0.7182	Eval_AUC: 0.7204
Epoch 1 Global_step 134000	Train_loss: 0.5651	logloss: 0.6168	Eval_GAUC: 0.7197	Eval_AUC: 0.7185
Epoch 1 Global_step 135000	Train_loss: 0.5576	logloss: 0.6132	Eval_GAUC: 0.7201	Eval_AUC: 0.7214
Epoch 1 Global_step 136000	Train_loss: 0.5541	logloss: 0.6149	Eval_GAUC: 0.7123	Eval_AUC: 0.7150
Epoch 1 Global_step 137000	Train_loss: 0.5572	logloss: 0.6166	Eval_GAUC: 0.7135	Eval_AUC: 0.7159
Epoch 1 Global_step 138000	Train_loss: 0.5600	logloss: 0.6129	Eval_GAUC: 0.7177	Eval_AUC: 0.7202
Epoch 1 Global_step 139000	Train_loss: 0.5594	logloss: 0.6110	Eval_GAUC: 0.7231	Eval_AUC: 0.7240
Epoch 1 Global_step 140000	Train_loss: 0.5522	logloss: 0.6122	Eval_GAUC: 0.7212	Eval_AUC: 0.7227
Epoch 1 Global_step 141000	Train_loss: 0.5574	logloss: 0.6095	Eval_GAUC: 0.7212	Eval_AUC: 0.7237
Epoch 1 Global_step 142000	Train_loss: 0.5604	logloss: 0.6135	Eval_GAUC: 0.7198	Eval_AUC: 0.7205
Epoch 1 Global_step 143000	Train_loss: 0.5591	logloss: 0.6094	Eval_GAUC: 0.7197	Eval_AUC: 0.7226
Epoch 1 Global_step 144000	Train_loss: 0.5544	logloss: 0.6116	Eval_GAUC: 0.7208	Eval_AUC: 0.7218
Epoch 1 Global_step 145000	Train_loss: 0.5596	logloss: 0.6130	Eval_GAUC: 0.7213	Eval_AUC: 0.7216
Epoch 1 Global_step 146000	Train_loss: 0.5575	logloss: 0.6142	Eval_GAUC: 0.7193	Eval_AUC: 0.7191
Epoch 1 Global_step 147000	Train_loss: 0.5588	logloss: 0.6128	Eval_GAUC: 0.7195	Eval_AUC: 0.7215
Epoch 1 Global_step 148000	Train_loss: 0.5561	logloss: 0.6113	Eval_GAUC: 0.7209	Eval_AUC: 0.7210
Epoch 1 Global_step 149000	Train_loss: 0.5542	logloss: 0.6115	Eval_GAUC: 0.7203	Eval_AUC: 0.7198
Epoch 1 Global_step 150000	Train_loss: 0.5596	logloss: 0.6127	Eval_GAUC: 0.7178	Eval_AUC: 0.7199
Epoch 1 Global_step 151000	Train_loss: 0.5597	logloss: 0.6131	Eval_GAUC: 0.7178	Eval_AUC: 0.7189
Epoch 1 Global_step 152000	Train_loss: 0.5565	logloss: 0.6147	Eval_GAUC: 0.7179	Eval_AUC: 0.7203
Epoch 1 Global_step 153000	Train_loss: 0.5565	logloss: 0.6110	Eval_GAUC: 0.7191	Eval_AUC: 0.7220
Epoch 1 Global_step 154000	Train_loss: 0.5569	logloss: 0.6080	Eval_GAUC: 0.7220	Eval_AUC: 0.7251
Epoch 1 Global_step 155000	Train_loss: 0.5558	logloss: 0.6169	Eval_GAUC: 0.7187	Eval_AUC: 0.7198
Epoch 1 Global_step 156000	Train_loss: 0.5566	logloss: 0.6113	Eval_GAUC: 0.7202	Eval_AUC: 0.7218
Epoch 1 Global_step 157000	Train_loss: 0.5510	logloss: 0.6083	Eval_GAUC: 0.7232	Eval_AUC: 0.7253
Epoch 1 Global_step 158000	Train_loss: 0.5536	logloss: 0.6129	Eval_GAUC: 0.7184	Eval_AUC: 0.7214
Epoch 1 Global_step 159000	Train_loss: 0.5530	logloss: 0.6091	Eval_GAUC: 0.7223	Eval_AUC: 0.7261
Epoch 1 Global_step 160000	Train_loss: 0.5571	logloss: 0.6091	Eval_GAUC: 0.7259	Eval_AUC: 0.7266
Epoch 1 DONE	Cost time: 58579.82
Epoch 2 Global_step 161000	Train_loss: 0.4821	logloss: 0.6108	Eval_GAUC: 0.7221	Eval_AUC: 0.7232
Epoch 2 Global_step 162000	Train_loss: 0.5584	logloss: 0.6098	Eval_GAUC: 0.7225	Eval_AUC: 0.7245
Epoch 2 Global_step 163000	Train_loss: 0.5503	logloss: 0.6131	Eval_GAUC: 0.7240	Eval_AUC: 0.7236
Epoch 2 Global_step 164000	Train_loss: 0.5545	logloss: 0.6117	Eval_GAUC: 0.7187	Eval_AUC: 0.7219
Epoch 2 Global_step 165000	Train_loss: 0.5479	logloss: 0.6101	Eval_GAUC: 0.7219	Eval_AUC: 0.7243
Epoch 2 Global_step 166000	Train_loss: 0.5501	logloss: 0.6097	Eval_GAUC: 0.7235	Eval_AUC: 0.7251
Epoch 2 Global_step 167000	Train_loss: 0.5562	logloss: 0.6108	Eval_GAUC: 0.7255	Eval_AUC: 0.7262
Epoch 2 Global_step 168000	Train_loss: 0.5542	logloss: 0.6079	Eval_GAUC: 0.7248	Eval_AUC: 0.7265
Epoch 2 Global_step 169000	Train_loss: 0.5509	logloss: 0.6181	Eval_GAUC: 0.7208	Eval_AUC: 0.7196
Epoch 2 Global_step 170000	Train_loss: 0.5472	logloss: 0.6168	Eval_GAUC: 0.7187	Eval_AUC: 0.7182
Epoch 2 Global_step 171000	Train_loss: 0.5532	logloss: 0.6141	Eval_GAUC: 0.7204	Eval_AUC: 0.7213
Epoch 2 Global_step 172000	Train_loss: 0.5514	logloss: 0.6145	Eval_GAUC: 0.7235	Eval_AUC: 0.7235
Epoch 2 Global_step 173000	Train_loss: 0.5529	logloss: 0.6120	Eval_GAUC: 0.7218	Eval_AUC: 0.7221
Epoch 2 Global_step 174000	Train_loss: 0.5484	logloss: 0.6181	Eval_GAUC: 0.7180	Eval_AUC: 0.7195
Epoch 2 Global_step 175000	Train_loss: 0.5500	logloss: 0.6139	Eval_GAUC: 0.7204	Eval_AUC: 0.7210
Epoch 2 Global_step 176000	Train_loss: 0.5492	logloss: 0.6154	Eval_GAUC: 0.7191	Eval_AUC: 0.7209
Epoch 2 Global_step 177000	Train_loss: 0.5517	logloss: 0.6154	Eval_GAUC: 0.7182	Eval_AUC: 0.7181
Epoch 2 Global_step 178000	Train_loss: 0.5488	logloss: 0.6352	Eval_GAUC: 0.7175	Eval_AUC: 0.7132
Epoch 2 Global_step 179000	Train_loss: 0.5571	logloss: 0.6164	Eval_GAUC: 0.7159	Eval_AUC: 0.7179
Epoch 2 Global_step 180000	Train_loss: 0.5506	logloss: 0.6209	Eval_GAUC: 0.7170	Eval_AUC: 0.7167
Epoch 2 Global_step 181000	Train_loss: 0.5479	logloss: 0.6175	Eval_GAUC: 0.7212	Eval_AUC: 0.7205
Epoch 2 Global_step 182000	Train_loss: 0.5496	logloss: 0.6122	Eval_GAUC: 0.7229	Eval_AUC: 0.7234
Epoch 2 Global_step 183000	Train_loss: 0.5466	logloss: 0.6147	Eval_GAUC: 0.7206	Eval_AUC: 0.7206
Epoch 2 Global_step 184000	Train_loss: 0.5524	logloss: 0.6192	Eval_GAUC: 0.7161	Eval_AUC: 0.7150
Epoch 2 Global_step 185000	Train_loss: 0.5486	logloss: 0.6196	Eval_GAUC: 0.7189	Eval_AUC: 0.7185
Epoch 2 Global_step 186000	Train_loss: 0.5512	logloss: 0.6136	Eval_GAUC: 0.7197	Eval_AUC: 0.7215
Epoch 2 Global_step 187000	Train_loss: 0.5544	logloss: 0.6159	Eval_GAUC: 0.7233	Eval_AUC: 0.7204
Epoch 2 Global_step 188000	Train_loss: 0.5477	logloss: 0.6094	Eval_GAUC: 0.7231	Eval_AUC: 0.7263
Epoch 2 Global_step 189000	Train_loss: 0.5510	logloss: 0.6124	Eval_GAUC: 0.7218	Eval_AUC: 0.7226
Epoch 2 Global_step 190000	Train_loss: 0.5429	logloss: 0.6124	Eval_GAUC: 0.7228	Eval_AUC: 0.7235
Epoch 2 Global_step 191000	Train_loss: 0.5462	logloss: 0.6068	Eval_GAUC: 0.7269	Eval_AUC: 0.7273
Epoch 2 Global_step 192000	Train_loss: 0.5459	logloss: 0.6124	Eval_GAUC: 0.7229	Eval_AUC: 0.7226
Epoch 2 Global_step 193000	Train_loss: 0.5489	logloss: 0.6134	Eval_GAUC: 0.7242	Eval_AUC: 0.7232
